region,population,sex,age,education,income,statusquo,vote,logincome,logpop,sex_M,region_M,region_N,region_S,region_SA,education_PS,education_S
S,45000,M,28.0,S,15000.0,-1.1464,N,9.615805480084347,10.714417768752456,True,False,False,True,False,False,True
S,45000,M,41.0,S,35000.0,-0.21053,N,10.46310334047155,10.714417768752456,True,False,False,True,False,False,True
S,45000,M,23.0,P,2500.0,0.95611,N,7.824046010856292,10.714417768752456,True,False,False,True,False,False,False
S,45000,F,36.0,S,15000.0,-1.04877,N,9.615805480084347,10.714417768752456,False,False,False,True,False,False,True
S,45000,F,27.0,S,7500.0,-1.21695,N,8.922658299524402,10.714417768752456,False,False,False,True,False,False,True
S,45000,M,64.0,S,15000.0,-0.88369,N,9.615805480084347,10.714417768752456,True,False,False,True,False,False,True
S,45000,M,31.0,S,7500.0,-1.04155,N,8.922658299524402,10.714417768752456,True,False,False,True,False,False,True
S,45000,M,49.0,PS,7500.0,0.4324,Y,8.922658299524402,10.714417768752456,True,False,False,True,False,True,False
S,45000,M,25.0,PS,15000.0,-1.29617,N,9.615805480084347,10.714417768752456,True,False,False,True,False,True,False
S,45000,F,33.0,P,7500.0,-0.25351,N,8.922658299524402,10.714417768752456,False,False,False,True,False,False,False
S,45000,F,22.0,P,15000.0,-0.72379,Y,9.615805480084347,10.714417768752456,False,False,False,True,False,False,False
S,45000,M,63.0,P,35000.0,0.81197,Y,10.46310334047155,10.714417768752456,True,False,False,True,False,False,False
S,45000,F,67.0,P,7500.0,-0.62189,N,8.922658299524402,10.714417768752456,False,False,False,True,False,False,False
S,45000,F,26.0,S,7500.0,-1.22285,U,8.922658299524402,10.714417768752456,False,False,False,True,False,False,True
S,45000,F,49.0,P,15000.0,-1.29617,N,9.615805480084347,10.714417768752456,False,False,False,True,False,False,False
S,45000,M,30.0,PS,15000.0,-0.51062,N,9.615805480084347,10.714417768752456,True,False,False,True,False,True,False
S,25000,F,58.0,P,2500.0,-0.93163,N,7.824046010856292,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,66.0,P,2500.0,1.48145,Y,7.824046010856292,10.126631103850338,True,False,False,True,False,False,False
S,25000,F,37.0,P,7500.0,0.93681,U,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,28.0,P,7500.0,1.25522,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,20.0,S,2500.0,0.0072,N,7.824046010856292,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,49.0,P,7500.0,1.29306,Y,8.922658299524402,10.126631103850338,True,False,False,True,False,False,False
S,25000,F,30.0,S,7500.0,1.5877,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,True
S,25000,F,67.0,P,15000.0,1.39971,Y,9.615805480084347,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,31.0,P,7500.0,1.24248,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,33.0,S,15000.0,-0.20032,U,9.615805480084347,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,29.0,P,2500.0,-1.29617,N,7.824046010856292,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,69.0,P,7500.0,1.18476,Y,8.922658299524402,10.126631103850338,True,False,False,True,False,False,False
S,25000,F,27.0,S,15000.0,0.35728,Y,9.615805480084347,10.126631103850338,False,False,False,True,False,False,True
S,25000,F,20.0,P,2500.0,1.22013,Y,7.824046010856292,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,38.0,P,15000.0,0.95449,Y,9.615805480084347,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,24.0,S,7500.0,0.36676,N,8.922658299524402,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,34.0,PS,15000.0,0.06712,A,9.615805480084347,10.126631103850338,True,False,False,True,False,True,False
S,8750,M,28.0,PS,75000.0,-0.18762,A,11.225243392518447,9.07680897935166,True,False,False,True,False,True,False
S,8750,M,70.0,P,7500.0,0.94771,U,8.922658299524402,9.07680897935166,True,False,False,True,False,False,False
S,8750,F,38.0,S,15000.0,1.18423,Y,9.615805480084347,9.07680897935166,False,False,False,True,False,False,True
N,8750,F,32.0,P,7500.0,1.22566,Y,8.922658299524402,9.07680897935166,False,False,True,False,False,False,False
S,8750,F,24.0,P,7500.0,1.38957,Y,8.922658299524402,9.07680897935166,False,False,False,True,False,False,False
S,8750,F,37.0,S,7500.0,1.33244,Y,8.922658299524402,9.07680897935166,False,False,False,True,False,False,True
S,8750,M,50.0,P,7500.0,1.5935,Y,8.922658299524402,9.07680897935166,True,False,False,True,False,False,False
S,8750,M,50.0,P,7500.0,1.19527,Y,8.922658299524402,9.07680897935166,True,False,False,True,False,False,False
S,8750,M,29.0,P,15000.0,1.35218,U,9.615805480084347,9.07680897935166,True,False,False,True,False,False,False
S,8750,M,26.0,S,7500.0,1.2728,Y,8.922658299524402,9.07680897935166,True,False,False,True,False,False,True
S,8750,M,37.0,PS,7500.0,-1.04106,N,8.922658299524402,9.07680897935166,True,False,False,True,False,True,False
S,8750,F,20.0,P,2500.0,1.47476,Y,7.824046010856292,9.07680897935166,False,False,False,True,False,False,False
S,8750,F,36.0,P,35000.0,-0.98395,U,10.46310334047155,9.07680897935166,False,False,False,True,False,False,False
S,8750,M,38.0,P,15000.0,1.5038,Y,9.615805480084347,9.07680897935166,True,False,False,True,False,False,False
S,8750,F,26.0,P,7500.0,1.20337,Y,8.922658299524402,9.07680897935166,False,False,False,True,False,False,False
S,8750,M,46.0,S,7500.0,1.44322,Y,8.922658299524402,9.07680897935166,True,False,False,True,False,False,True
S,8750,F,68.0,P,15000.0,0.06376,U,9.615805480084347,9.07680897935166,False,False,False,True,False,False,False
S,8750,F,37.0,P,2500.0,1.456,Y,7.824046010856292,9.07680897935166,False,False,False,True,False,False,False
S,8750,M,34.0,PS,75000.0,0.8459,U,11.225243392518447,9.07680897935166,True,False,False,True,False,True,False
S,45000,F,46.0,PS,35000.0,1.17549,Y,10.46310334047155,10.714417768752456,False,False,False,True,False,True,False
S,45000,M,47.0,S,75000.0,-1.22876,N,11.225243392518447,10.714417768752456,True,False,False,True,False,False,True
S,45000,F,20.0,S,35000.0,0.2422,N,10.46310334047155,10.714417768752456,False,False,False,True,False,False,True
S,45000,M,26.0,P,15000.0,0.67166,Y,9.615805480084347,10.714417768752456,True,False,False,True,False,False,False
S,45000,M,19.0,S,75000.0,1.21306,Y,11.225243392518447,10.714417768752456,True,False,False,True,False,False,True
S,45000,F,20.0,S,15000.0,1.19375,Y,9.615805480084347,10.714417768752456,False,False,False,True,False,False,True
S,45000,F,65.0,P,7500.0,1.5877,Y,8.922658299524402,10.714417768752456,False,False,False,True,False,False,False
S,45000,M,45.0,P,7500.0,1.5877,Y,8.922658299524402,10.714417768752456,True,False,False,True,False,False,False
S,45000,M,27.0,S,35000.0,0.83702,Y,10.46310334047155,10.714417768752456,True,False,False,True,False,False,True
S,45000,F,40.0,PS,35000.0,0.91251,U,10.46310334047155,10.714417768752456,False,False,False,True,False,True,False
S,45000,F,33.0,PS,15000.0,1.47024,Y,9.615805480084347,10.714417768752456,False,False,False,True,False,True,False
S,45000,M,37.0,PS,35000.0,-0.26722,N,10.46310334047155,10.714417768752456,True,False,False,True,False,True,False
S,45000,M,32.0,P,35000.0,1.3526,Y,10.46310334047155,10.714417768752456,True,False,False,True,False,False,False
S,45000,F,30.0,P,7500.0,0.07743,A,8.922658299524402,10.714417768752456,False,False,False,True,False,False,False
S,45000,F,44.0,P,15000.0,1.13002,Y,9.615805480084347,10.714417768752456,False,False,False,True,False,False,False
S,45000,F,60.0,P,7500.0,1.29953,U,8.922658299524402,10.714417768752456,False,False,False,True,False,False,False
S,45000,M,37.0,S,15000.0,-1.15543,A,9.615805480084347,10.714417768752456,True,False,False,True,False,False,True
S,25000,F,58.0,P,7500.0,0.50186,N,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,35.0,P,15000.0,0.10046,U,9.615805480084347,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,47.0,S,35000.0,1.47615,Y,10.46310334047155,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,45.0,P,7500.0,0.02279,A,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,45.0,P,7500.0,1.5877,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,21.0,S,15000.0,1.08435,Y,9.615805480084347,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,18.0,PS,35000.0,1.36539,Y,10.46310334047155,10.126631103850338,False,False,False,True,False,True,False
S,25000,F,25.0,PS,35000.0,-1.29617,N,10.46310334047155,10.126631103850338,False,False,False,True,False,True,False
S,25000,M,65.0,PS,35000.0,-1.22876,N,10.46310334047155,10.126631103850338,True,False,False,True,False,True,False
S,25000,F,47.0,P,2500.0,1.5877,Y,7.824046010856292,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,56.0,P,7500.0,0.229,N,8.922658299524402,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,59.0,P,15000.0,-0.2766,Y,9.615805480084347,10.126631103850338,True,False,False,True,False,False,False
S,25000,F,23.0,P,7500.0,0.27658,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,19.0,S,15000.0,1.29798,Y,9.615805480084347,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,38.0,S,35000.0,-0.28181,N,10.46310334047155,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,48.0,P,7500.0,0.36525,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,27.0,P,7500.0,1.47024,Y,8.922658299524402,10.126631103850338,True,False,False,True,False,False,False
S,25000,F,18.0,P,7500.0,-1.29617,N,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,26.0,P,7500.0,0.9508,Y,8.922658299524402,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,24.0,P,15000.0,-1.15693,N,9.615805480084347,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,29.0,S,15000.0,-0.33243,N,9.615805480084347,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,33.0,P,7500.0,1.29012,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,36.0,S,15000.0,1.50846,Y,9.615805480084347,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,35.0,S,35000.0,1.00996,Y,10.46310334047155,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,54.0,S,35000.0,-1.21695,N,10.46310334047155,10.126631103850338,False,False,False,True,False,False,True
S,25000,F,20.0,S,35000.0,0.41846,U,10.46310334047155,10.126631103850338,False,False,False,True,False,False,True
S,25000,M,46.0,S,75000.0,1.48735,Y,11.225243392518447,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,24.0,S,35000.0,-0.26866,N,10.46310334047155,10.126631103850338,False,False,False,True,False,False,True
S,25000,F,24.0,P,2500.0,0.90932,Y,7.824046010856292,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,20.0,PS,35000.0,-0.08054,Y,10.46310334047155,10.126631103850338,True,False,False,True,False,True,False
S,25000,M,41.0,S,35000.0,0.82505,Y,10.46310334047155,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,48.0,P,15000.0,-0.70898,N,9.615805480084347,10.126631103850338,True,False,False,True,False,False,False
S,25000,F,50.0,P,35000.0,0.14576,U,10.46310334047155,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,34.0,P,7500.0,1.2641,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,43.0,P,15000.0,0.97998,Y,9.615805480084347,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,18.0,S,7500.0,-0.85414,N,8.922658299524402,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,36.0,P,7500.0,1.58486,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,57.0,P,7500.0,-0.35168,N,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,250000,M,21.0,PS,7500.0,0.62396,A,8.922658299524402,12.429216196844383,True,False,False,True,False,True,False
S,250000,M,36.0,PS,75000.0,1.43653,Y,11.225243392518447,12.429216196844383,True,False,False,True,False,True,False
S,250000,F,43.0,P,7500.0,-0.20299,Y,8.922658299524402,12.429216196844383,False,False,False,True,False,False,False
S,250000,F,30.0,S,35000.0,-0.82983,U,10.46310334047155,12.429216196844383,False,False,False,True,False,False,True
S,250000,F,33.0,S,15000.0,0.32316,U,9.615805480084347,12.429216196844383,False,False,False,True,False,False,True
S,250000,F,38.0,P,15000.0,-0.44442,N,9.615805480084347,12.429216196844383,False,False,False,True,False,False,False
S,250000,M,28.0,S,15000.0,-0.07212,U,9.615805480084347,12.429216196844383,True,False,False,True,False,False,True
S,250000,F,36.0,S,15000.0,0.91548,U,9.615805480084347,12.429216196844383,False,False,False,True,False,False,True
S,250000,F,22.0,S,35000.0,0.32842,Y,10.46310334047155,12.429216196844383,False,False,False,True,False,False,True
S,250000,M,36.0,S,35000.0,1.12564,Y,10.46310334047155,12.429216196844383,True,False,False,True,False,False,True
S,250000,F,32.0,PS,35000.0,0.2002,A,10.46310334047155,12.429216196844383,False,False,False,True,False,True,False
S,250000,M,29.0,S,75000.0,-1.08646,N,11.225243392518447,12.429216196844383,True,False,False,True,False,False,True
S,250000,F,31.0,S,75000.0,0.18242,U,11.225243392518447,12.429216196844383,False,False,False,True,False,False,True
S,250000,M,45.0,S,75000.0,1.01395,Y,11.225243392518447,12.429216196844383,True,False,False,True,False,False,True
S,250000,F,38.0,S,35000.0,-1.29617,N,10.46310334047155,12.429216196844383,False,False,False,True,False,False,True
S,250000,M,56.0,S,35000.0,-0.93647,U,10.46310334047155,12.429216196844383,True,False,False,True,False,False,True
S,250000,M,48.0,P,35000.0,0.11316,Y,10.46310334047155,12.429216196844383,True,False,False,True,False,False,False
S,250000,F,29.0,PS,200000.0,-1.29617,N,12.206072645530174,12.429216196844383,False,False,False,True,False,True,False
S,250000,F,49.0,S,125000.0,0.06119,Y,11.736069016284437,12.429216196844383,False,False,False,True,False,False,True
S,250000,M,18.0,S,75000.0,-1.22285,N,11.225243392518447,12.429216196844383,True,False,False,True,False,False,True
S,250000,F,32.0,PS,75000.0,1.01661,Y,11.225243392518447,12.429216196844383,False,False,False,True,False,True,False
S,250000,F,57.0,S,35000.0,0.27836,U,10.46310334047155,12.429216196844383,False,False,False,True,False,False,True
S,250000,F,39.0,P,7500.0,-0.55281,N,8.922658299524402,12.429216196844383,False,False,False,True,False,False,False
S,250000,M,25.0,S,15000.0,-0.48886,U,9.615805480084347,12.429216196844383,True,False,False,True,False,False,True
S,250000,M,65.0,PS,35000.0,-1.23032,N,10.46310334047155,12.429216196844383,True,False,False,True,False,True,False
S,250000,F,52.0,P,15000.0,-0.87337,N,9.615805480084347,12.429216196844383,False,False,False,True,False,False,False
S,250000,M,64.0,P,7500.0,-1.12468,N,8.922658299524402,12.429216196844383,True,False,False,True,False,False,False
S,250000,F,38.0,S,2500.0,0.47106,U,7.824046010856292,12.429216196844383,False,False,False,True,False,False,True
S,250000,F,35.0,P,35000.0,0.65343,U,10.46310334047155,12.429216196844383,False,False,False,True,False,False,False
S,250000,M,20.0,P,15000.0,-0.68757,N,9.615805480084347,12.429216196844383,True,False,False,True,False,False,False
S,250000,F,40.0,P,7500.0,-0.03691,Y,8.922658299524402,12.429216196844383,False,False,False,True,False,False,False
S,250000,F,21.0,S,7500.0,1.1925,A,8.922658299524402,12.429216196844383,False,False,False,True,False,False,True
S,250000,M,68.0,S,35000.0,-1.04094,N,10.46310334047155,12.429216196844383,True,False,False,True,False,False,True
S,250000,M,31.0,P,15000.0,1.36267,Y,9.615805480084347,12.429216196844383,True,False,False,True,False,False,False
S,250000,M,23.0,S,125000.0,-1.06402,N,11.736069016284437,12.429216196844383,True,False,False,True,False,False,True
S,250000,F,18.0,S,35000.0,-1.16969,U,10.46310334047155,12.429216196844383,False,False,False,True,False,False,True
S,250000,F,31.0,S,7500.0,0.59524,U,8.922658299524402,12.429216196844383,False,False,False,True,False,False,True
S,250000,M,22.0,S,35000.0,-0.96697,N,10.46310334047155,12.429216196844383,True,False,False,True,False,False,True
S,250000,M,37.0,S,35000.0,1.36617,A,10.46310334047155,12.429216196844383,True,False,False,True,False,False,True
S,15000,F,59.0,P,75000.0,1.325,Y,11.225243392518447,9.615805480084347,False,False,False,True,False,False,False
S,15000,F,23.0,S,35000.0,1.51515,Y,10.46310334047155,9.615805480084347,False,False,False,True,False,False,True
S,15000,M,38.0,P,15000.0,0.23917,U,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,41.0,P,7500.0,-0.72318,N,8.922658299524402,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,43.0,P,15000.0,0.59896,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,23.0,PS,7500.0,1.5877,Y,8.922658299524402,9.615805480084347,True,False,False,True,False,True,False
S,15000,F,35.0,P,15000.0,1.5877,Y,9.615805480084347,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,60.0,P,7500.0,0.57763,N,8.922658299524402,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,36.0,S,2500.0,0.19238,U,7.824046010856292,9.615805480084347,False,False,False,True,False,False,True
S,15000,M,43.0,S,15000.0,-0.43921,U,9.615805480084347,9.615805480084347,True,False,False,True,False,False,True
S,15000,F,35.0,PS,35000.0,1.5877,Y,10.46310334047155,9.615805480084347,False,False,False,True,False,True,False
S,15000,M,22.0,P,7500.0,0.67327,N,8.922658299524402,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,25.0,P,15000.0,-0.97709,N,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,66.0,P,15000.0,1.57366,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,33.0,P,15000.0,1.40952,Y,9.615805480084347,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,59.0,P,7500.0,1.5877,Y,8.922658299524402,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,67.0,P,7500.0,0.51637,N,8.922658299524402,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,21.0,P,15000.0,-1.00723,N,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,54.0,P,15000.0,0.20137,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,35.0,S,35000.0,0.16992,A,10.46310334047155,9.615805480084347,False,False,False,True,False,False,True
N,15000,M,21.0,PS,35000.0,1.29424,Y,10.46310334047155,9.615805480084347,True,False,True,False,False,True,False
S,15000,M,55.0,S,35000.0,-1.29617,N,10.46310334047155,9.615805480084347,True,False,False,True,False,False,True
S,15000,M,66.0,P,15000.0,-1.29617,N,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,68.0,P,7500.0,0.97936,Y,8.922658299524402,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,20.0,P,2500.0,0.09844,Y,7.824046010856292,9.615805480084347,False,False,False,True,False,False,False
S,15000,F,31.0,S,35000.0,0.65654,U,10.46310334047155,9.615805480084347,False,False,False,True,False,False,True
S,15000,M,23.0,S,35000.0,-1.11878,N,10.46310334047155,9.615805480084347,True,False,False,True,False,False,True
S,15000,M,27.0,S,7500.0,0.57369,Y,8.922658299524402,9.615805480084347,True,False,False,True,False,False,True
S,15000,M,60.0,S,7500.0,0.31993,U,8.922658299524402,9.615805480084347,True,False,False,True,False,False,True
S,15000,F,43.0,P,7500.0,1.06426,Y,8.922658299524402,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,34.0,P,15000.0,1.5877,U,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,43.0,P,35000.0,-0.54177,N,10.46310334047155,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,37.0,S,35000.0,1.26614,Y,10.46310334047155,9.615805480084347,True,False,False,True,False,False,True
S,15000,F,48.0,P,2500.0,0.89357,U,7.824046010856292,9.615805480084347,False,False,False,True,False,False,False
S,15000,F,28.0,P,7500.0,1.1521,U,8.922658299524402,9.615805480084347,False,False,False,True,False,False,False
S,25000,F,21.0,S,35000.0,-0.80987,N,10.46310334047155,10.126631103850338,False,False,False,True,False,False,True
S,25000,M,50.0,S,75000.0,-0.05229,U,11.225243392518447,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,45.0,S,35000.0,-0.41564,U,10.46310334047155,10.126631103850338,False,False,False,True,False,False,True
S,25000,M,30.0,S,35000.0,0.30179,Y,10.46310334047155,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,69.0,S,7500.0,-0.11321,U,8.922658299524402,10.126631103850338,False,False,False,True,False,False,True
S,25000,F,28.0,P,35000.0,0.19238,U,10.46310334047155,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,37.0,P,2500.0,-0.36626,A,7.824046010856292,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,30.0,S,2500.0,1.00098,Y,7.824046010856292,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,21.0,P,35000.0,-0.35694,N,10.46310334047155,10.126631103850338,True,False,False,True,False,False,False
S,25000,F,40.0,P,2500.0,-0.23049,U,7.824046010856292,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,57.0,P,7500.0,0.10233,Y,8.922658299524402,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,27.0,S,15000.0,-0.43537,N,9.615805480084347,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,18.0,S,2500.0,1.56059,Y,7.824046010856292,10.126631103850338,False,False,False,True,False,False,True
S,25000,F,25.0,P,7500.0,1.36755,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,49.0,P,2500.0,0.16314,Y,7.824046010856292,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,18.0,S,7500.0,-1.21834,N,8.922658299524402,10.126631103850338,True,False,False,True,False,False,True
S,25000,M,47.0,PS,35000.0,-1.14049,N,10.46310334047155,10.126631103850338,True,False,False,True,False,True,False
S,25000,F,22.0,P,15000.0,1.54947,Y,9.615805480084347,10.126631103850338,False,False,False,True,False,False,False
S,125000,M,43.0,PS,75000.0,-0.92993,N,11.225243392518447,11.736069016284437,True,False,False,True,False,True,False
S,125000,F,52.0,P,15000.0,0.9584,Y,9.615805480084347,11.736069016284437,False,False,False,True,False,False,False
S,125000,F,24.0,S,15000.0,-0.67175,A,9.615805480084347,11.736069016284437,False,False,False,True,False,False,True
S,125000,M,18.0,S,15000.0,-0.98612,N,9.615805480084347,11.736069016284437,True,False,False,True,False,False,True
S,125000,M,28.0,PS,75000.0,-1.14049,N,11.225243392518447,11.736069016284437,True,False,False,True,False,True,False
S,125000,M,43.0,P,200000.0,1.50201,Y,12.206072645530174,11.736069016284437,True,False,False,True,False,False,False
S,125000,F,23.0,S,35000.0,-1.26853,N,10.46310334047155,11.736069016284437,False,False,False,True,False,False,True
S,125000,M,23.0,PS,35000.0,-1.03486,N,10.46310334047155,11.736069016284437,True,False,False,True,False,True,False
S,125000,M,42.0,PS,35000.0,0.66881,U,10.46310334047155,11.736069016284437,True,False,False,True,False,True,False
S,125000,M,20.0,S,15000.0,0.52377,U,9.615805480084347,11.736069016284437,True,False,False,True,False,False,True
S,125000,F,20.0,PS,35000.0,-1.0495,N,10.46310334047155,11.736069016284437,False,False,False,True,False,True,False
S,125000,F,48.0,P,15000.0,-0.90176,U,9.615805480084347,11.736069016284437,False,False,False,True,False,False,False
S,125000,M,36.0,S,15000.0,0.60546,U,9.615805480084347,11.736069016284437,True,False,False,True,False,False,True
S,125000,F,33.0,P,75000.0,-1.29617,N,11.225243392518447,11.736069016284437,False,False,False,True,False,False,False
S,125000,F,38.0,PS,125000.0,-0.15788,N,11.736069016284437,11.736069016284437,False,False,False,True,False,True,False
S,125000,M,37.0,P,35000.0,1.28625,Y,10.46310334047155,11.736069016284437,True,False,False,True,False,False,False
S,125000,M,22.0,PS,200000.0,1.12564,Y,12.206072645530174,11.736069016284437,True,False,False,True,False,True,False
S,125000,M,42.0,PS,200000.0,1.54808,Y,12.206072645530174,11.736069016284437,True,False,False,True,False,True,False
S,125000,F,19.0,PS,200000.0,1.54808,Y,12.206072645530174,11.736069016284437,False,False,False,True,False,True,False
S,15000,M,41.0,P,15000.0,1.37299,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,23.0,S,7500.0,0.68101,Y,8.922658299524402,9.615805480084347,False,False,False,True,False,False,True
S,15000,M,56.0,P,7500.0,0.35966,U,8.922658299524402,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,44.0,P,75000.0,1.40449,Y,11.225243392518447,9.615805480084347,False,False,False,True,False,False,False
S,15000,F,33.0,P,15000.0,-1.29617,N,9.615805480084347,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,19.0,S,15000.0,1.71355,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,True
S,15000,M,37.0,P,35000.0,1.43203,Y,10.46310334047155,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,62.0,P,2500.0,1.26728,U,7.824046010856292,9.615805480084347,False,False,False,True,False,False,False
S,15000,F,36.0,P,15000.0,0.8591,U,9.615805480084347,9.615805480084347,False,False,False,True,False,False,False
S,15000,F,26.0,PS,35000.0,-1.04234,N,10.46310334047155,9.615805480084347,False,False,False,True,False,True,False
S,15000,F,36.0,P,35000.0,0.13228,U,10.46310334047155,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,40.0,PS,75000.0,0.41409,N,11.225243392518447,9.615805480084347,True,False,False,True,False,True,False
S,15000,M,22.0,P,15000.0,1.14114,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,M,32.0,P,15000.0,1.45955,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,19.0,P,2500.0,0.50295,Y,7.824046010856292,9.615805480084347,False,False,False,True,False,False,False
S,15000,M,34.0,S,75000.0,1.36617,Y,11.225243392518447,9.615805480084347,True,False,False,True,False,False,True
S,15000,M,69.0,P,15000.0,1.39479,Y,9.615805480084347,9.615805480084347,True,False,False,True,False,False,False
S,15000,F,32.0,S,35000.0,0.52178,Y,10.46310334047155,9.615805480084347,False,False,False,True,False,False,True
S,15000,F,39.0,P,2500.0,0.39966,Y,7.824046010856292,9.615805480084347,False,False,False,True,False,False,False
S,25000,F,31.0,P,7500.0,1.50986,Y,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,F,57.0,P,7500.0,1.54731,U,8.922658299524402,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,28.0,P,15000.0,0.67731,U,9.615805480084347,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,33.0,P,15000.0,-0.82779,U,9.615805480084347,10.126631103850338,True,False,False,True,False,False,False
S,25000,M,63.0,S,35000.0,1.01347,Y,10.46310334047155,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,36.0,P,15000.0,0.49424,U,9.615805480084347,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,52.0,S,7500.0,0.77456,Y,8.922658299524402,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,44.0,P,35000.0,0.52212,Y,10.46310334047155,10.126631103850338,False,False,False,True,False,False,False
S,25000,M,19.0,S,2500.0,1.40641,U,7.824046010856292,10.126631103850338,True,False,False,True,False,False,True
S,25000,F,27.0,S,35000.0,0.92562,A,10.46310334047155,10.126631103850338,False,False,False,True,False,False,True
S,25000,F,29.0,S,2500.0,-1.25656,U,7.824046010856292,10.126631103850338,False,False,False,True,False,False,True
S,25000,M,24.0,P,2500.0,-1.25656,U,7.824046010856292,10.126631103850338,True,False,False,True,False,False,False
